norad,nome,categoria_n2yo,categoria_coleta,no_recorte
13167,,Strela,,não
13172,,Military,,não
13175,,Military,,não
13177,,Geostationary,,não
13205,,Military,,não
13241,,Strela,,não
13243,,Military,,não
13259,,Military,,não
13269,,Geostationary,,não
13295,,Military,,não
13301,,Russian LEO Navigation,,não
13353,,Parus,,não
13375,,Strela,,não
13376,,Strela,,não
13377,,Strela,,não
13378,,Strela,,não
13379,,Strela,,não
13380,,Strela,,não
13381,,Strela,,não
13382,,Strela,,não
13403,,Brightest,,não
13431,,Geostationary,,não
13492,,Engineering,,não
13554,,Geostationary,,não
13589,,Geodetic,,não
13595,,Intelsat,,não
13600,,Military,,não
13603,,Glonass Constellation,,não
13606,,Glonass Constellation,,não
13607,,Glonass Constellation,,não
13617,,Parus,,não
13624,,Gorizont,,não
13631,,Geostationary,,não
13636,,Military,,não
13637,,Military,,não
13648,,Strela,,não
13651,,Geostationary,,não
13652,,Geostationary,,não
13669,,Raduga,,não
13718,,Space & Earth Science,,não
13736,,Space & Earth Science,,não
13757,,Parus,,não
13761,,Strela,,não
13762,,Strela,,não
13763,,Strela,,não
13764,,Strela,,não
13765,,Strela,,não
13766,,Strela,,não
13767,,Strela,,não
13768,,Strela,,não
13777,,Space & Earth Science,,não
13782,,Geostationary,,não
13791,,Military,,não
13792,,Military,,não
13819,,Brightest,,não
13844,,Military,,não
13845,,Military,,não
13874,,Military,,não
13875,,Molniya,,não
13878,,Geostationary,,não
13890,,Molniya,,não
13901,,Space & Earth Science,,não
13912,,Space & Earth Science,,não
13916,,Russian LEO Navigation,,não
13923,,Amateur radio,,não
13923,,NOAA,,não
13949,,Parus,,não
13969,,Geostationary,,não
13969,,TV,,não
13969,,Tracking and Data Relay Satellite System,,não
13974,,Raduga,,não
13984,,Geostationary,,não
13991,,Strela,,não
14050,,GOES,,não
14057,,Parus,,não
14064,,Military,,não
14077,,Intelsat,,não
14084,,Parus,,não
14104,,Space & Earth Science,,não
14107,,Space & Earth Science,,não
14112,,Military,,não
14128,,Geostationary,,não
14129,,Amateur radio,,não
14133,,Geostationary,,não
14134,,Geostationary,,não
14139,,Military,,não
14143,,Military,,não
14144,,Military,,não
14147,,Tselina,,não
14154,,Space & Earth Science,,não
14158,,Geostationary,,não
14160,,Gorizont,,não
14163,,Space & Earth Science,,não
14171,,Strela,,não
14172,,Strela,,não
14173,,Strela,,não
14174,,Strela,,não
14175,,Strela,,não
14176,,Strela,,não
14177,,Strela,,não
14178,,Strela,,não
14180,,Military,,não
14182,,Military,,não
14189,,Global Positioning System (GPS) Constellation,,não
14208,,Brightest,,não
14234,,Geostationary,,não
14237,,Military,,não
14240,,Strela,,não
14248,,Geostationary,,não
14258,,Glonass Constellation,,não
14259,,Glonass Constellation,,não
14260,,Glonass Constellation,,não
14307,,Raduga,,não
14318,,Geostationary,,não
14328,,Geostationary,,não
14365,,Geostationary,,não
14377,,Geostationary,,não
14401,,Strela,,não
14421,,Intelsat,,não
14450,,Tsikada,,não
14452,,Space & Earth Science,,não
14483,,Space & Earth Science,,não
14506,,Space & Earth Science,,não
14521,,Geodetic,,não
14532,,Gorizont,,não
14546,,Parus,,não
14590,,Glonass Constellation,,não
14591,,Glonass Constellation,,não
14592,,Glonass Constellation,,não
14611,,Strela,,não
14612,,Strela,,não
14613,,Strela,,não
14614,,Strela,,não
14615,,Strela,,não
14616,,Strela,,não
14617,,Strela,,não
14618,,Strela,,não
14624,,Parus,,não
14659,,Geostationary,,não
14670,,Geostationary,,não
14675,,Military,,não
14679,,Parus,,não
14690,,Military,,não
14699,,Brightest,,não
14699,,Tselina,,não
14725,,Raduga,,não
14728,,Military,,não
14729,,Military,,não
14759,,Strela,,não
14780,,Earth resources,,não
14781,,Amateur radio,,não
14783,,Geostationary,,não
14786,,Intelsat,,não
14790,,Military,,não
14795,,Military,,não
14820,,Brightest,,não
14821,,Geostationary,,não
14867,,Military,,não
14884,,Military,,não
14899,,Geostationary,,não
14930,,Geostationary,,não
14940,,Gorizont,,não
14965,,Parus,,não
14973,,Tsikada,,não
14977,,Glonass Constellation,,não
14978,,Glonass Constellation,,não
14979,,Glonass Constellation,,não
14985,,Geostationary,,não
14998,,Strela,,não
14999,,Strela,,não
15000,,Strela,,não
15001,,Strela,,não
15002,,Strela,,não
15003,,Strela,,não
15004,,Strela,,não
15005,,Strela,,não
15031,,Strela,,não
15039,,Global Positioning System (GPS) Constellation,,não
15055,,Russian LEO Navigation,,não
15057,,Raduga,,não
15071,,Military,,não
15077,,Parus,,não
15085,,Military,,não
15095,,Military,,não
15099,,Space & Earth Science,,não
15144,,Gorizont,,não
15152,,Geostationary,,não
15158,,Geostationary,,não
15159,,Geostationary,,não
15171,,Space & Earth Science,,não
15199,,Space & Earth Science,,não
15214,,Molniya,,não
15219,,Geostationary,,não
15226,,Military,,não
15235,,Geostationary,,não
15236,,Geostationary,,não
15237,,Geostationary,,não
15259,,Glonass Constellation,,não
15260,,Glonass Constellation,,não
15261,,Glonass Constellation,,não
15267,,Military,,não
15271,,Global Positioning System (GPS) Constellation,,não
15292,,Parus,,não
15308,,Geostationary,,não
15333,,Tselina,,não
15350,,Military,,não
15359,,Parus,,não
15362,,Navy Navigation Satellite System,,não
15378,,Military,,não
15383,,Geostationary,,não
15384,,Geostationary,,não
15385,,Geostationary,,não
15386,,Geostationary,,não
15391,,Geostationary,,não
15398,,Parus,,não
15427,,Amateur radio,,não
15427,,NOAA,,não
15429,,Molniya,,não
15432,,Space & Earth Science,,não
15449,,Space & Earth Science,,não
15453,,Geostationary,,não
15464,,Space & Earth Science,,não
15469,,Strela,,não
15470,,Strela,,não
15471,,Strela,,não
15472,,Strela,,não
15473,,Strela,,não
15474,,Strela,,não
15482,,Strela,,não
15483,,Brightest,,não
15484,,Gorizont,,não
15505,,Parus,,não
15516,,Space & Earth Science,,não
15543,,Military,,não
15546,,Military,,não
15560,,Geostationary,,não
15561,,Geostationary,,não
15574,,Military,,não
15595,,Space & Earth Science,,não
15597,,Parus,,não
15617,,Strela,,não
15618,,Strela,,não
15619,,Strela,,não
15620,,Strela,,não
15621,,Strela,,não
15622,,Strela,,não
15623,,Strela,,não
15624,,Strela,,não
15626,,Geostationary,,não
15629,,Intelsat,,não
15642,,Geostationary,,não
15643,,Geostationary,,não
15677,,Geostationary,,não
15677,,TV,,não
15678,,Geostationary,,não
15697,,Glonass Constellation,,não
15698,,Glonass Constellation,,não
15699,,Glonass Constellation,,não
15738,,Molniya,,não
15751,,Tsikada,,não
15755,,Tselina,,não
15772,,Brightest,,não
15821,,Geodetic,,não
15824,,Geostationary,,não
15825,,Geostationary,,não
15826,,Geostationary,,não
15827,,Military,,não
15873,,Geostationary,,não
15873,,Intelsat,,não
15875,,Space & Earth Science,,não
15930,,Military,,não
15935,,Navy Navigation Satellite System,,não
15936,,Navy Navigation Satellite System,,não
15945,,Brightest,,não
15946,,Raduga,,não
15952,,Military,,não
15967,,Space & Earth Science,,não
15986,,Military,,não
15993,,Geostationary,,não
15994,,Geostationary,,não
15995,,Geostationary,,não
16011,,Strela,,não
16064,,Military,,não
16101,,Intelsat,,não
16103,,Military,,não
16116,,Military,,não
16117,,Military,,não
16129,,Global Positioning System (GPS) Constellation,,não
16138,,Strela,,não
16139,,Strela,,não
16140,,Strela,,não
16141,,Strela,,não
16142,,Strela,,não
16143,,Strela,,não
16181,,Tselina,,não
16182,,Brightest,,não
16183,,Military,,não
16191,,Space & Earth Science,,não
16199,,Geostationary,,não
16250,,Raduga,,não
16262,,Tselina,,não
16274,,Geostationary,,não
16275,,Geostationary,,não
16276,,Geostationary,,não
16291,,Parus,,não
16326,,Tselina,,não
16368,,Parus,,não
16393,,Molniya,,não
16396,,Glonass Constellation,,não
16397,,Glonass Constellation,,não
16398,,Glonass Constellation,,não
16408,,Space & Earth Science,,não
16449,,Strela,,não
16450,,Strela,,não
16451,,Strela,,não
16452,,Strela,,não
16453,,Strela,,não
16454,,Strela,,não
16455,,Strela,,não
16456,,Strela,,não
16482,,Geostationary,,não
16493,,Parus,,não
16496,,Brightest,,não
16497,,Raduga,,não
16510,,Tsikada,,não
16526,,Geostationary,,não
16527,,Military,,não
16591,,Military,,não
16593,,Geodetic,,não
16597,,Geostationary,,não
16613,,Earth resources,,não
16614,,Space & Earth Science,,não
16624,,Military,,não
16625,,Military,,não
16631,,Military,,não
16647,,Military,,não
16649,,Geostationary,,não
16650,,Geostationary,,não
16667,,Geostationary,,não
16681,,Strela,,não
16719,,Tselina,,não
16727,,Parus,,não
16729,,Geostationary,,não
16735,,Space & Earth Science,,não
16758,,Strela,,não
16759,,Strela,,não
16760,,Strela,,não
16761,,Strela,,não
16762,,Strela,,não
16763,,Strela,,não
16764,,Strela,,não
16765,,Strela,,não
16769,,Gorizont,,não
16791,,Tselina,,não
16792,,Brightest,,não
16798,,Parus,,não
16849,,Military,,não
16860,,Strela,,não
16881,,Earth resources,,não
16882,,Brightest,,não
16908,,Geodetic,,não
16909,,Amateur radio,,não
16917,,Military,,não
16952,,Strela,,não
16961,,Glonass Constellation,,não
16962,,Glonass Constellation,,não
16963,,Glonass Constellation,,não
16969,,Amateur radio,,não
16969,,NOAA,,não
16986,,Tselina,,não
17046,,Raduga,,não
17066,,Tsikada,,não
17070,,Navy Navigation Satellite System,,não
17078,,Molniya,,não
17083,,Gorizont,,não
17138,,Strela,,não
17139,,Strela,,não
17140,,Strela,,não
17141,,Strela,,não
17142,,Strela,,não
17143,,Strela,,não
17144,,Strela,,não
17145,,Strela,,não
17159,,Parus,,não
17177,,Geodetic,,não
17181,,Geostationary,,não
17191,,Tselina,,não
17213,,Military,,não
17239,,Parus,,não
17241,,Space & Earth Science,,não
17290,,Space & Earth Science,,não
17303,,Strela,,não
17328,,Molniya,,não
17359,,Tsikada,,não
17369,,Military,,não
17506,,Military,,não
17525,,Parus,,não
17527,,Earth resources,,não
17535,,Geodetic,,não
17561,,Geostationary,,não
17561,,TV,,não
17561,,GOES,,não
17567,,Brightest,,não
17582,,Strela,,não
17583,,Strela,,não
17584,,Strela,,não
17585,,Strela,,não
17586,,Strela,,não
17587,,Strela,,não
17589,,Brightest,,não
17589,,Tselina,,não
17590,,Brightest,,não
17611,,Raduga,,não
17706,,Geostationary,,não
17911,,Tselina,,não
17912,,Brightest,,não
17969,,Gorizont,,não
17973,,Brightest,,não
17973,,Tselina,,não
17997,,Military,,não
18009,,Military,,não
18010,,Military,,não
18025,,Military,,não
18095,,Strela,,não
18103,,Military,,não
18113,,Strela,,não
18114,,Strela,,não
18115,,Strela,,não
18116,,Strela,,não
18117,,Strela,,não
18118,,Strela,,não
18119,,Strela,,não
18120,,Strela,,não
18122,,Military,,não
18123,,Space & Earth Science,,não
18129,,Amateur radio,,não
18129,,Tsikada,,não
18152,,Tselina,,não
18153,,Brightest,,não
18160,,Parus,,não
18187,,Brightest,,não
18187,,Military,,não
18214,,Earth resources,,não
18312,,Space & Earth Science,,não
18316,,Geostationary,,não
18328,,Geostationary,,não
18334,,Strela,,não
18335,,Strela,,não
18336,,Strela,,não
18337,,Strela,,não
18338,,Strela,,não
18339,,Strela,,não
18350,,Geostationary,,não
18350,,TV,,não
18351,,Geostationary,,não
18355,,Glonass Constellation,,não
18356,,Glonass Constellation,,não
18357,,Glonass Constellation,,não
18361,,Navy Navigation Satellite System,,não
18362,,Navy Navigation Satellite System,,não
18384,,Geostationary,,não
18402,,Parus,,não
18443,,Military,,não
18543,,Westford Needles,,não
18570,,Geostationary,,não
18575,,Geostationary,,não
18583,,Geostationary,,não
18585,,Strela,,não
18615,,Westford Needles,,não
18631,,Raduga,,não
18665,,Military,,não
18688,,Westford Needles,,não
18701,,Military,,não
18709,,Parus,,não
18715,,Geostationary,,não
18749,,Brightest,,não
18788,,Strela,,não
18789,,Strela,,não
18790,,Strela,,não
18791,,Strela,,não
18792,,Strela,,não
18793,,Strela,,não
18820,,Space & Earth Science,,não
18822,,Space & Earth Science,,não
18877,,Geostationary,,não
18881,,Military,,não
18922,,Geostationary,,não
18937,,Strela,,não
18938,,Strela,,não
18939,,Strela,,não
18940,,Strela,,não
18941,,Strela,,não
18942,,Strela,,não
18943,,Strela,,não
18944,,Strela,,não
18946,,Molniya,,não
18951,,Geostationary,,não
18952,,Geostationary,,não
18957,,Military,,não
18958,,Brightest,,não
18958,,Tselina,,não
18960,,Earth resources,,não
18962,,Westford Needles,,não
18985,,Parus,,não
19017,,Gorizont,,não
19030,,Westford Needles,,não
19038,,Strela,,não
19046,,Brightest,,não
19051,,Westford Needles,,não
19059,,Westford Needles,,não
19070,,Navy Navigation Satellite System,,não
19071,,Navy Navigation Satellite System,,não
19073,,Geostationary,,não
19090,,Geostationary,,não
19109,,Westford Needles,,não
19119,,Tselina,,não
19120,,Brightest,,não
19121,,Intelsat,,não
19163,,Glonass Constellation,,não
19164,,Glonass Constellation,,não
19165,,Glonass Constellation,,não
19195,,Geodetic,,não
19210,,Brightest,,não
19210,,Tselina,,não
19215,,Geostationary,,não
19217,,Geostationary,,não
19223,,Navy Navigation Satellite System,,não
19256,,Strela,,não
19257,,Brightest,,não
19274,,Earth resources,,não
19281,,Space & Earth Science,,não
19287,,Space & Earth Science,,não
19299,,Westford Needles,,não
19324,,Parus,,não
19330,,Geostationary,,não
19331,,Geostationary,,não
19336,,Space & Earth Science,,não
19344,,Geostationary,,não
19397,,Gorizont,,não
19419,,Navy Navigation Satellite System,,não
19420,,Navy Navigation Satellite System,,não
19458,,Military,,não
19460,,Military,,não
19467,,Weather,,não
19483,,Geostationary,,não
19483,,TV,,não
19484,,Geostationary,,não
19501,,Glonass Constellation,,não
19502,,Glonass Constellation,,não
19503,,Glonass Constellation,,não
19508,,Geostationary,,não
19531,,Amateur radio,,não
19531,,NOAA,,não
19548,,Geostationary,,não
19548,,TV,,não
19548,,Tracking and Data Relay Satellite System,,não
19554,,Military,,não
19573,,Brightest,,não
19573,,Tselina,,não
19574,,Brightest,,não
19596,,Raduga,,não
19608,,Military,,não
19621,,Geostationary,,não
19649,,Tselina,,não
19650,,Brightest,,não
19671,,Military,,não
19683,,Geostationary,,não
19687,,Geostationary,,não
19688,,Geostationary,,não
19710,,Geostationary,,não
19749,,Glonass Constellation,,não
19750,,Glonass Constellation,,não
19751,,Glonass Constellation,,não
19765,,Gorizont,,não
19769,,Strela,,não
19772,,Intelsat,,não
19785,,Strela,,não
19786,,Strela,,não
19787,,Strela,,não
19788,,Strela,,não
19789,,Strela,,não
19790,,Strela,,não
19802,,Global Positioning System (GPS) Constellation,,não
19807,,Molniya,,não
19826,,Parus,,não
19851,,Space & Earth Science,,não
19874,,Geostationary,,não
19876,,Geostationary,,não
19883,,Geostationary,,não
19883,,TV,,não
19883,,Tracking and Data Relay Satellite System,,não
19891,,Westford Needles,,não
19902,,Strela,,não
19903,,Strela,,não
19904,,Strela,,não
19905,,Strela,,não
19906,,Strela,,não
19907,,Strela,,não
19908,,Strela,,não
19909,,Strela,,não
19919,,Geostationary,,não
19921,,Parus,,não
19928,,Raduga,,não
19946,,Westford Needles,,não
19976,,Military,,não
20005,,Westford Needles,,não
20024,,Glonass Constellation,,não
20025,,Glonass Constellation,,não
20026,,Glonass Constellation,,não
20040,,Geostationary,,não
20041,,Geostationary,,não
20045,,Parus,,não
20061,,Global Positioning System (GPS) Constellation,,não
20066,,Military,,não
20083,,Raduga,,não
20103,,Russian LEO Navigation,,não
20107,,Gorizont,,não
20122,,Geostationary,,não
20149,,Parus,,não
20167,,Military,,não
20168,,Geostationary,,não
20169,,Space & Earth Science,,não
20185,,Global Positioning System (GPS) Constellation,,não
20193,,Geostationary,,não
20196,,Geodetic,,não
20202,,Military,,não
20203,,Military,,não
20217,,Geostationary,,não
20220,,Military,,não
20232,,Strela,,não
20233,,Strela,,não
20234,,Strela,,não
20235,,Strela,,não
20236,,Strela,,não
20237,,Strela,,não
20253,,Geostationary,,não
20261,,Brightest,,não
20261,,Space & Earth Science,,não
20262,,Brightest,,não
20263,,Gorizont,,não
20281,,Space & Earth Science,,não
20302,,Global Positioning System (GPS) Constellation,,não
20305,,Space & Earth Science,,não
20315,,Geostationary,,não
20315,,Intelsat,,não
20315,,TV,,não
20322,,Space & Earth Science,,não
20323,,Brightest,,não
20330,,Military,,não
20355,,Military,,não
20361,,Global Positioning System (GPS) Constellation,,não
20367,,Raduga,,não
20391,,Geostationary,,não
20401,,Geostationary,,não
20402,,Geostationary,,não
20410,,Geostationary,,não
20432,,Strela,,não
20436,,Earth resources,,não
20437,,Amateur radio,,não
20438,,Amateur radio,,não
20439,,Amateur radio,,não
20440,,Amateur radio,,não
20441,,Amateur radio,,não
20442,,Amateur radio,,não
20452,,Global Positioning System (GPS) Constellation,,não
20453,,Brightest,,não
20465,,Brightest,,não
20465,,Tselina,,não
20466,,Brightest,,não
20473,,Geostationary,,não
20478,,Earth resources,,não
20479,,Engineering,,não
20480,,Amateur radio,,não
20499,,Raduga,,não
20508,,Russian LEO Navigation,,não
20510,,Earth resources,,não
20511,,Brightest,,não
20516,,Military,,não
20523,,Geostationary,,não
20523,,Intelsat,,não
20523,,TV,,não
20527,,Parus,,não
20533,,Global Positioning System (GPS) Constellation,,não
20536,,Military,,não
20547,,Military,,não
20549,,Strela,,não
20550,,Strela,,não
20551,,Strela,,não
20552,,Strela,,não
20553,,Strela,,não
20554,,Strela,,não
20555,,Strela,,não
20556,,Strela,,não
20558,,Geostationary,,não
20560,,Military,,não
20561,,Military,,não
20562,,Military,,não
20570,,Geostationary,,não
20577,,Parus,,não
20580,,Brightest,,não
20580,,Space & Earth Science,,não
20580,,Tracking and Data Relay Satellite System,,não
20596,,Military,,não
20607,,Experimental,,não
20608,,Experimental,,não
20618,,Space & Earth Science,,não
20619,,Glonass Constellation,,não
20620,,Glonass Constellation,,não
